85: $GPGGA,145335.00,5344.46767,N,02833.21718,E,1,12,0.82,179.8,M,24.2,M,,*56
86: $GPGGA,145336.00,5344.47029,N,02833.24084,E,1,12,0.82,179.7,M,24.2,M,,*51
87: $GPGGA,145337.00,5344.47291,N,02833.26477,E,1,11,0.89,179.6,M,24.2,M,,*52
88: $GPGGA,145338.00,5344.47551,N,02833.28895,E,1,11,0.89,179.6,M,24.2,M,,*58
89: $GPGGA,145339.00,5344.47818,N,02833.31343,E,1,12,0.82,179.5,M,24.2,M,,*5A
90: $GPGGA,145340.00,5344.48087,N,02833.33812,E,1,12,0.83,179.5,M,24.2,M,,*59
91: $GPGGA,145341.00,5344.48356,N,02833.36307,E,1,12,0.82,179.4,M,24.2,M,,*5D
92: $GPGGA,145342.00,5344.48628,N,02833.38825,E,1,12,0.82,179.2,M,24.2,M,,*51
93: $GPGGA,145343.00,5344.48902,N,02833.41359,E,1,12,0.82,179.1,M,24.2,M,,*5A
94: $GPGGA,145344.00,5344.49176,N,02833.43908,E,1,12,0.82,179.1,M,24.2,M,,*5B
95: $GPGGA,145345.00,5344.49453,N,02833.46473,E,1,12,0.82,179.0,M,24.2,M,,*5D
96: $GPGGA,145346.00,5344.49729,N,02833.49044,E,1,12,0.82,178.8,M,24.2,M,,*56
97: $GPGGA,145347.00,5344.50006,N,02833.51629,E,1,12,0.82,178.5,M,24.2,M,,*5C
98: $GPGGA,145348.00,5344.50282,N,02833.54217,E,1,12,0.82,178.2,M,24.2,M,,*56
99: $GPGGA,145349.00,5344.50559,N,02833.56806,E,1,12,0.82,178.0,M,24.2,M,,*5C
100: $GPGGA,145350.00,5344.50840,N,02833.59403,E,1,12,0.82,177.7,M,24.2,M,,*5F
